# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-09-25 19:37:02 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05567500 MACKINAW RIVER NEAR CONGERVILLE, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05567500
#            TS   parameter     Description
#         50673       00060     Discharge, cubic feet per second
#         50674       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	50673_00060	50673_00060_cd	50674_00065	50674_00065_cd
USGS	05567500	2017-01-03 04:45	CST	323	A	2.01	A
USGS	05567500	2017-01-03 05:00	CST	323	A	2.01	A
USGS	05567500	2017-01-03 05:15	CST	323	A	2.01	A
USGS	05567500	2017-01-03 05:30	CST	323	A	2.01	A
USGS	05567500	2017-01-03 05:45	CST	326	A	2.02	A
USGS	05567500	2017-01-03 06:00	CST	323	A	2.01	A
USGS	05567500	2017-01-03 06:15	CST	326	A	2.02	A
USGS	05567500	2017-01-03 06:30	CST	326	A	2.02	A
USGS	05567500	2017-01-03 06:45	CST	326	A	2.02	A
USGS	05567500	2017-01-03 07:00	CST	326	A	2.02	A
USGS	05567500	2017-01-03 07:15	CST	326	A	2.02	A
USGS	05567500	2017-01-03 07:30	CST	326	A	2.02	A
USGS	05567500	2017-01-03 07:45	CST	329	A	2.03	A
USGS	05567500	2017-01-03 08:00	CST	329	A	2.03	A
USGS	05567500	2017-01-03 08:15	CST	326	A	2.02	A
USGS	05567500	2017-01-03 08:30	CST	329	A	2.03	A
USGS	05567500	2017-01-03 08:45	CST	329	A	2.03	A
USGS	05567500	2017-01-03 09:00	CST	326	A	2.02	A
USGS	05567500	2017-01-03 09:15	CST	329	A	2.03	A
USGS	05567500	2017-01-03 09:30	CST	329	A	2.03	A
USGS	05567500	2017-01-03 09:45	CST	326	A	2.02	A
USGS	05567500	2017-01-03 10:00	CST	326	A	2.02	A
USGS	05567500	2017-01-03 10:15	CST	326	A	2.02	A
USGS	05567500	2017-01-03 10:30	CST	326	A	2.02	A
USGS	05567500	2017-01-03 10:45	CST	329	A	2.03	A
USGS	05567500	2017-01-03 11:00	CST	329	A	2.03	A
USGS	05567500	2017-01-03 11:15	CST	326	A	2.02	A
USGS	05567500	2017-01-03 11:30	CST	329	A	2.03	A
USGS	05567500	2017-01-03 11:45	CST	326	A	2.02	A
USGS	05567500	2017-01-03 12:00	CST	329	A	2.03	A
USGS	05567500	2017-01-03 12:15	CST	335	A	2.05	A
USGS	05567500	2017-01-03 12:30	CST	335	A	2.05	A
USGS	05567500	2017-01-03 12:45	CST	332	A	2.04	A
USGS	05567500	2017-01-03 13:00	CST	338	A	2.06	A
USGS	05567500	2017-01-03 13:15	CST	338	A	2.06	A
USGS	05567500	2017-01-03 13:30	CST	338	A	2.06	A
USGS	05567500	2017-01-03 13:45	CST	335	A	2.05	A
USGS	05567500	2017-01-03 14:00	CST	338	A	2.06	A
USGS	05567500	2017-01-03 14:15	CST	341	A	2.07	A
USGS	05567500	2017-01-03 14:30	CST	338	A	2.06	A
USGS	05567500	2017-01-03 14:45	CST	341	A	2.07	A
USGS	05567500	2017-01-03 15:00	CST	341	A	2.07	A
USGS	05567500	2017-01-03 15:15	CST	341	A	2.07	A
USGS	05567500	2017-01-03 15:30	CST	344	A	2.08	A
USGS	05567500	2017-01-03 15:45	CST	341	A	2.07	A
USGS	05567500	2017-01-03 16:00	CST	341	A	2.07	A
USGS	05567500	2017-01-03 16:15	CST	341	A	2.07	A
USGS	05567500	2017-01-03 16:30	CST	341	A	2.07	A
USGS	05567500	2017-01-03 16:45	CST	341	A	2.07	A
USGS	05567500	2017-01-03 17:00	CST	344	A	2.08	A
USGS	05567500	2017-01-03 17:15	CST	344	A	2.08	A
USGS	05567500	2017-01-03 17:30	CST	344	A	2.08	A
USGS	05567500	2017-01-03 17:45	CST	344	A	2.08	A
USGS	05567500	2017-01-03 18:00	CST	344	A	2.08	A
USGS	05567500	2017-01-03 18:15	CST	341	A	2.07	A
USGS	05567500	2017-01-03 18:30	CST	344	A	2.08	A
USGS	05567500	2017-01-03 18:45	CST	344	A	2.08	A
USGS	05567500	2017-01-03 19:00	CST	347	A	2.09	A
USGS	05567500	2017-01-03 19:15	CST	344	A	2.08	A
USGS	05567500	2017-01-03 19:30	CST	347	A	2.09	A
USGS	05567500	2017-01-03 19:45	CST	347	A	2.09	A
USGS	05567500	2017-01-03 20:00	CST	347	A	2.09	A
USGS	05567500	2017-01-03 20:15	CST	347	A	2.09	A
USGS	05567500	2017-01-03 20:30	CST	347	A	2.09	A
USGS	05567500	2017-01-03 20:45	CST	347	A	2.09	A
USGS	05567500	2017-01-03 21:00	CST	350	A	2.10	A
USGS	05567500	2017-01-03 21:15	CST	350	A	2.10	A
USGS	05567500	2017-01-03 21:30	CST	353	A	2.11	A
USGS	05567500	2017-01-03 21:45	CST	353	A	2.11	A
USGS	05567500	2017-01-03 22:00	CST	350	A	2.10	A
USGS	05567500	2017-01-03 22:15	CST	353	A	2.11	A
USGS	05567500	2017-01-03 22:30	CST	353	A	2.11	A
USGS	05567500	2017-01-03 22:45	CST	356	A	2.12	A
USGS	05567500	2017-01-03 23:00	CST	356	A	2.12	A
USGS	05567500	2017-01-03 23:15	CST	356	A	2.12	A
USGS	05567500	2017-01-03 23:30	CST	359	A	2.13	A
USGS	05567500	2017-01-03 23:45	CST	359	A	2.13	A
USGS	05567500	2017-01-04 00:00	CST			2.13	A
USGS	05567500	2017-01-04 00:15	CST			2.13	A
USGS	05567500	2017-01-04 00:30	CST			2.14	A
USGS	05567500	2017-01-04 00:45	CST			2.14	A
USGS	05567500	2017-01-04 01:00	CST			2.14	A
USGS	05567500	2017-01-04 01:15	CST			2.14	A
USGS	05567500	2017-01-04 01:30	CST			2.15	A
USGS	05567500	2017-01-04 01:45	CST			2.14	A
USGS	05567500	2017-01-04 02:00	CST			2.15	A
USGS	05567500	2017-01-04 02:15	CST			2.15	A
USGS	05567500	2017-01-04 02:30	CST			2.15	A
USGS	05567500	2017-01-04 02:45	CST			2.16	A
USGS	05567500	2017-01-04 03:00	CST			2.16	A
USGS	05567500	2017-01-04 03:15	CST			2.17	A
USGS	05567500	2017-01-04 03:30	CST			2.16	A
USGS	05567500	2017-01-04 03:45	CST			2.17	A
USGS	05567500	2017-01-04 04:00	CST			2.17	A
USGS	05567500	2017-01-04 04:15	CST			2.18	A
USGS	05567500	2017-01-04 04:30	CST			2.18	A
USGS	05567500	2017-01-04 04:45	CST			2.18	A
USGS	05567500	2017-01-04 05:00	CST			2.19	A
USGS	05567500	2017-01-04 05:15	CST			2.20	A
USGS	05567500	2017-01-04 05:30	CST			2.20	A
USGS	05567500	2017-01-04 05:45	CST			2.20	A
USGS	05567500	2017-01-04 06:00	CST			2.21	A
USGS	05567500	2017-01-04 06:15	CST			2.22	A
USGS	05567500	2017-01-04 06:30	CST			2.23	A
USGS	05567500	2017-01-04 06:45	CST			2.24	A
USGS	05567500	2017-01-04 07:00	CST			2.24	A
USGS	05567500	2017-01-04 07:15	CST			2.24	A
USGS	05567500	2017-01-04 07:30	CST			2.25	A
USGS	05567500	2017-01-04 07:45	CST			2.26	A
USGS	05567500	2017-01-04 08:00	CST			2.27	A
USGS	05567500	2017-01-04 08:15	CST			2.28	A
USGS	05567500	2017-01-04 08:30	CST			2.29	A
USGS	05567500	2017-01-04 08:45	CST			2.30	A
USGS	05567500	2017-01-04 09:00	CST			2.30	A
USGS	05567500	2017-01-04 09:15	CST			2.31	A
USGS	05567500	2017-01-04 09:30	CST			2.33	A
USGS	05567500	2017-01-04 09:45	CST			2.34	A
USGS	05567500	2017-01-04 10:00	CST			2.35	A
USGS	05567500	2017-01-04 10:15	CST			2.36	A
USGS	05567500	2017-01-04 10:30	CST			2.38	A
USGS	05567500	2017-01-04 10:45	CST			2.39	A
USGS	05567500	2017-01-04 11:00	CST			2.40	A
USGS	05567500	2017-01-04 11:15	CST			2.41	A
USGS	05567500	2017-01-04 11:30	CST			2.42	A
USGS	05567500	2017-01-04 11:45	CST			2.43	A
USGS	05567500	2017-01-04 12:00	CST			2.45	A
USGS	05567500	2017-01-04 12:15	CST			2.46	A
USGS	05567500	2017-01-04 12:30	CST			2.48	A
USGS	05567500	2017-01-04 12:45	CST			2.50	A
USGS	05567500	2017-01-04 13:00	CST			2.52	A
USGS	05567500	2017-01-04 13:15	CST			2.54	A
USGS	05567500	2017-01-04 13:30	CST			2.54	A
USGS	05567500	2017-01-04 13:45	CST			2.55	A
USGS	05567500	2017-01-04 14:00	CST			2.58	A
USGS	05567500	2017-01-04 14:15	CST			2.59	A
USGS	05567500	2017-01-04 14:30	CST			2.61	A
USGS	05567500	2017-01-04 14:45	CST			2.61	A
USGS	05567500	2017-01-04 15:00	CST			2.65	A
USGS	05567500	2017-01-04 15:15	CST			2.67	A
USGS	05567500	2017-01-04 15:30	CST			2.69	A
USGS	05567500	2017-01-04 15:45	CST			2.71	A
USGS	05567500	2017-01-04 16:00	CST			2.73	A
USGS	05567500	2017-01-04 16:15	CST			2.75	A
USGS	05567500	2017-01-04 16:30	CST			2.78	A
USGS	05567500	2017-01-04 16:45	CST			2.79	A
USGS	05567500	2017-01-04 17:00	CST			2.81	A
USGS	05567500	2017-01-04 17:15	CST			2.83	A
USGS	05567500	2017-01-04 17:30	CST			2.85	A
USGS	05567500	2017-01-04 17:45	CST			2.87	A
USGS	05567500	2017-01-04 18:00	CST			2.88	A
USGS	05567500	2017-01-04 18:15	CST			2.90	A
USGS	05567500	2017-01-04 18:30	CST			2.91	A
USGS	05567500	2017-01-04 18:45	CST			2.92	A
USGS	05567500	2017-01-04 19:00	CST			2.93	A
USGS	05567500	2017-01-04 19:15	CST			2.94	A
USGS	05567500	2017-01-04 19:30	CST			2.95	A
USGS	05567500	2017-01-04 19:45	CST			2.97	A
USGS	05567500	2017-01-04 20:00	CST			2.98	A
USGS	05567500	2017-01-04 20:15	CST			3.00	A
USGS	05567500	2017-01-04 20:30	CST			3.01	A
USGS	05567500	2017-01-04 20:45	CST			3.02	A
USGS	05567500	2017-01-04 21:00	CST			3.04	A
USGS	05567500	2017-01-04 21:15	CST			3.05	A
USGS	05567500	2017-01-04 21:30	CST			3.06	A
USGS	05567500	2017-01-04 21:45	CST			3.07	A
USGS	05567500	2017-01-04 22:00	CST			3.08	A
USGS	05567500	2017-01-04 22:15	CST			3.10	A
USGS	05567500	2017-01-04 22:30	CST			3.12	A
USGS	05567500	2017-01-04 22:45	CST			3.13	A
USGS	05567500	2017-01-04 23:00	CST			3.14	A
USGS	05567500	2017-01-04 23:15	CST			3.15	A
USGS	05567500	2017-01-04 23:30	CST			3.17	A
USGS	05567500	2017-01-04 23:45	CST			3.17	A
USGS	05567500	2017-01-05 00:00	CST			3.20	A
USGS	05567500	2017-01-05 00:15	CST			3.20	A
USGS	05567500	2017-01-05 00:30	CST			3.21	A
USGS	05567500	2017-01-05 00:45	CST			3.23	A
USGS	05567500	2017-01-05 01:00	CST			3.23	A
USGS	05567500	2017-01-05 01:15	CST			3.23	A
USGS	05567500	2017-01-05 01:30	CST			3.24	A
USGS	05567500	2017-01-05 01:45	CST			3.25	A
USGS	05567500	2017-01-05 02:00	CST			3.25	A
USGS	05567500	2017-01-05 02:15	CST			3.26	A
USGS	05567500	2017-01-05 02:30	CST			3.27	A
USGS	05567500	2017-01-05 02:45	CST			3.27	A
USGS	05567500	2017-01-05 03:00	CST			3.28	A
USGS	05567500	2017-01-05 03:15	CST			3.29	A
USGS	05567500	2017-01-05 03:30	CST			3.29	A
USGS	05567500	2017-01-05 03:45	CST			3.29	A
USGS	05567500	2017-01-05 04:00	CST			3.30	A
USGS	05567500	2017-01-05 04:15	CST			3.31	A
USGS	05567500	2017-01-05 04:30	CST			3.31	A
USGS	05567500	2017-01-05 04:45	CST			3.31	A
USGS	05567500	2017-01-05 05:00	CST			3.33	A
USGS	05567500	2017-01-05 05:15	CST			3.33	A
USGS	05567500	2017-01-05 05:30	CST			3.34	A
USGS	05567500	2017-01-05 05:45	CST			3.34	A
USGS	05567500	2017-01-05 06:00	CST			3.34	A
USGS	05567500	2017-01-05 06:15	CST			3.34	A
USGS	05567500	2017-01-05 06:30	CST			3.34	A
USGS	05567500	2017-01-05 06:45	CST			3.34	A
USGS	05567500	2017-01-05 07:00	CST			3.34	A
USGS	05567500	2017-01-05 07:15	CST			3.34	A
USGS	05567500	2017-01-05 07:30	CST			3.33	A
USGS	05567500	2017-01-05 07:45	CST			3.33	A
USGS	05567500	2017-01-05 08:00	CST			3.34	A
